Deal ID;Companies;Net Income;Current Financing Status;Year Founded;Primary Industry Sector;Primary Industry Group;Deal Size;Post Valuation;Deal Date;Deal Type;Investors;PitchBook Link
268704-28T;ABepoxy Studio;;Accelerator/Incubator Backed;;Consumer Products and Services (B2C);Consumer Durables;0,01;;;Accelerator/Incubator;North East Entrepreneurship Development Program;View Company Online
268708-06T;ABepoxy Studio;;Accelerator/Incubator Backed;;Consumer Products and Services (B2C);Consumer Durables;0,01;;20-Oct-2022;Accelerator/Incubator;Prime Meghalaya;View Company Online
268710-13T;ABepoxy Studio;;Accelerator/Incubator Backed;;Consumer Products and Services (B2C);Consumer Durables;0,01;;;Grant;Entrepreneurship Development Institute of India;View Company Online
78524-47T;AbeRuk;--0,01;Angel-Backed;2015;Consumer Products and Services (B2C);Retail;0,03;0,15;20-Jul-2016;Angel (individual);Swastika Company;View Company Online
90205-66T;Aberystwyth Nominees;;Corporate Backed or Acquired;2010;Materials and Resources;Metals, Minerals and Mining;;;17-Feb-2011;Merger/Acquisition;Monteray Mining Group (MRY);View Company Online
132505-57T;Abhiruchi Probiotics;;Accelerator/Incubator Backed;2014;Healthcare;Pharmaceuticals and Biotechnology;;;31-Aug-2015;Accelerator/Incubator;Venture Center;View Company Online
132506-20T;Abhiruchi Probiotics;0,01;Accelerator/Incubator Backed;2014;Healthcare;Pharmaceuticals and Biotechnology;0,01;;05-Feb-2017;Grant;Indian Institute of Management Calcutta;View Company Online
223270-84T;Abide;;Venture Capital-Backed;2022;Business Products and Services (B2B);Commercial Services;1,23;;01-Jan-2023;Seed Round;Calano Funds(Arron Solano), Realm Capital Ventures;View Company Online
279223-12T;Abikhdmh;;Venture Capital-Backed;;Information Technology;Software;0,75;;05-Dec-2024;Seed Round;;View Company Online
266539-78T;Abildso Gard;;Accelerator/Incubator Backed;;Consumer Products and Services (B2C);Services (Non-Financial);;;;Accelerator/Incubator;Impact StartUp;View Company Online
54551-35T;Ability Dynamics;;Formerly Angel backed;2011;Healthcare;Healthcare Devices and Supplies;1,14;;20-Feb-2012;Seed Round;;View Company Online
107124-49T;Ability Dynamics;;Formerly Angel backed;2011;Healthcare;Healthcare Devices and Supplies;;;06-Jun-2018;Merger/Acquisition;Proteor Group;View Company Online
184160-62T;Abingworth Homes;;Formerly VC-backed;2015;Consumer Products and Services (B2C);Services (Non-Financial);;;;Early Stage VC;Axon Partners Group (MAD: APG);View Company Online
257568-58T;Abingworth Homes;;Formerly VC-backed;2015;Consumer Products and Services (B2C);Services (Non-Financial);;;04-Jul-2023;Bankruptcy: Liquidation;;View Company Online
262615-24T;Abitapp;;Accelerator/Incubator Backed;2017;Information Technology;Software;0,01;;;Angel (individual);;View Company Online
262615-96T;Abitapp;;Accelerator/Incubator Backed;2017;Information Technology;Software;;;;Accelerator/Incubator;Koga;View Company Online
275417-38T;Abitol & Quins World;;Accelerator/Incubator Backed;2021;Business Products and Services (B2B);Commercial Products;;;;Accelerator/Incubator;African Food Changemakers;View Company Online
274901-95T;Abjad;;Accelerator/Incubator Backed;;Business Products and Services (B2B);Commercial Services;0,01;;13-Jul-2022;Accelerator/Incubator;EMERGING Mediterranean;View Company Online
155068-30T;Ablano;;Accelerator/Incubator Backed;2020;Materials and Resources;Other Materials;;;;Accelerator/Incubator;Innovyz;View Company Online
184214-35T;Ablaze Pharmaceuticals;;Venture Capital-Backed;2021;Healthcare;Pharmaceuticals and Biotechnology;65,64;;29-Nov-2021;Early Stage VC;Advantech Capital Partners(Benjamin Qiu), Nan Fung Life Sciences, Pivotal BioVenture Partners (China), Samsara BioCapital, venBio(Aaron Royston), Venrock, Vivo Equity Investment Management;View Company Online
55706-68T;Able Imaging;;Formerly Angel backed;2011;Healthcare;Healthcare Services;0,37;;02-Mar-2011;Angel (individual);;View Company Online
105654-88T;Able Imaging;;Formerly Angel backed;2011;Healthcare;Healthcare Services;;;10-Nov-2014;Merger/Acquisition;Kennedy Health System, RadNet (NAS: RDNT);View Company Online
208351-00T;Able Made;;Corporation;2012;Consumer Products and Services (B2C);Retail;0,01;;01-Jan-2014;Product Crowdfunding;Indiegogo;View Company Online
256226-05T;Able Sciences;;Venture Capital-Backed;2023;Healthcare;Pharmaceuticals and Biotechnology;;;21-Jun-2024;Seed Round;IndieBio, SOSV(Po Bronson);View Company Online
166365-73T;Ablevia biotech;;Formerly Accelerator/Incubator backed;2018;Healthcare;Pharmaceuticals and Biotechnology;;;30-Jul-2020;Accelerator/Incubator;INiTS Universitäres Gründerservice;View Company Online
266478-76T;Ablevia biotech;;Formerly Accelerator/Incubator backed;2018;Healthcare;Pharmaceuticals and Biotechnology;;;;Secondary Transaction - Private;;View Company Online
274065-94T;Ablevia biotech;;Formerly Accelerator/Incubator backed;2018;Healthcare;Pharmaceuticals and Biotechnology;2,00;;07-Oct-2024;Later Stage VC;;View Company Online
211309-93T;Ablewise Consulting;0,71;Corporate Backed or Acquired;2015;Information Technology;IT Services;;;01-Nov-2022;Corporate;Bravedo;View Company Online
247000-24T;Abmeta Therapeutics;;Venture Capital-Backed;2020;Healthcare;Pharmaceuticals and Biotechnology;1,69;16,91;28-Jul-2021;Seed Round;Longview Innovation;View Company Online
252800-11T;Abmeta Therapeutics;;Venture Capital-Backed;2020;Healthcare;Pharmaceuticals and Biotechnology;;;30-Jul-2021;Accelerator/Incubator;Johns Hopkins Technology Ventures;View Company Online
256835-80T;Abomey Labs;;Accelerator/Incubator Backed;2019;Consumer Products and Services (B2C);Consumer Non-Durables;;;;Accelerator/Incubator;HEC Paris Incubation and Acceleration Center;View Company Online
256837-33T;Abomey Labs;;Accelerator/Incubator Backed;2019;Consumer Products and Services (B2C);Consumer Non-Durables;0,01;;30-Sep-2020;Grant;EuraMaterials;View Company Online
251647-84T;Aboutlama;;Accelerator/Incubator Backed;;Business Products and Services (B2B);Commercial Services;;;11-Jul-2023;Accelerator/Incubator;NEXT Mannheim;View Company Online
58369-78T;aboutLife;;Formerly VC-backed;2012;Information Technology;Software;2,66;8,47;30-Sep-2015;Early Stage VC;Kleiner Perkins(Randy Komisar);View Company Online
72230-59T;aboutLife;;Formerly VC-backed;2012;Information Technology;Software;;;28-Jun-2016;Merger/Acquisition;NerdWallet (NAS: NRDS)(Tim Chen);View Company Online
260181-46T;Above Land;;Venture Capital-Backed;;Information Technology;Software;;;;Early Stage VC;D1Ventures, Foresight Ventures (Singapore), MetaWeb Ventures;View Company Online
217802-53T;Abracadabra;;Accelerator/Incubator Backed;2022;Information Technology;Software;0,02;;;Accelerator/Incubator;SIBB Startup Incubator;View Company Online
56280-52T;abreakplease holidays & leisures;;Formerly VC-backed;2011;Information Technology;Software;;;;Accelerator/Incubator;Sardar Patel Technology Business Incubator;View Company Online
56280-61T;abreakplease holidays & leisures;;Formerly VC-backed;2011;Information Technology;Software;0,01;0,23;21-Apr-2013;Early Stage VC;Anirudh Suri(Anirudh Suri), India Internet Fund, Nihal Mehta(Nihal Mehta), Rajan Anandan(Rajan Anandan);View Company Online
56280-70T;abreakplease holidays & leisures;;Formerly VC-backed;2011;Information Technology;Software;;;;Merger/Acquisition;Tripvillas;View Company Online
112188-07T;Abricate;;Corporation;2016;Information Technology;Software;0,21;;01-Jan-2017;Grant;National Science Foundation;View Company Online
255276-64T;AbrinAldrich Agronic Products;;Accelerator/Incubator Backed;2021;Consumer Products and Services (B2C);Consumer Non-Durables;;;;Accelerator/Incubator;Kerala Startup Mission;View Company Online
277554-25T;ABS Biotechnologies;;Accelerator/Incubator Backed;2022;Healthcare;Healthcare Technology Systems;;;;Accelerator/Incubator;Accent Gründerservice;View Company Online
274304-71T;ABS Technologies;;Accelerator/Incubator Backed;;Healthcare;Healthcare Technology Systems;1,35;;03-Oct-2024;Accelerator/Incubator;Jumpstart Foundry;View Company Online
275221-90T;Abs-brand Tech;;Accelerator/Incubator Backed;2023;Business Products and Services (B2B);Commercial Services;;;;Accelerator/Incubator;African Food Changemakers;View Company Online
260519-68T;AbscoTx;;Venture Capital-Backed;2024;Healthcare;Pharmaceuticals and Biotechnology;1,85;;28-May-2024;Seed Round;;View Company Online
272634-58T;AbscoTx;;Venture Capital-Backed;2024;Healthcare;Pharmaceuticals and Biotechnology;;;01-Jul-2024;Accelerator/Incubator;Harvard Innovation Launch Lab;View Company Online
58522-51T;Absolut Invest;;Formerly Angel backed;2012;Information Technology;Software;0,03;;01-Jan-2012;Seed Round;;View Company Online
58522-69T;Absolut Invest;;Formerly Angel backed;2012;Information Technology;Software;;;01-Mar-2014;Merger/Acquisition;;View Company Online
276047-65T;Absolute BBQ;;Corporation;2019;Consumer Products and Services (B2C);Restaurants, Hotels and Leisure;0,02;;01-Jan-2021;Grant;Will County Illinois;View Company Online
247536-19T;Absolute Brands & Retail;;Venture Capital-Backed;2023;Consumer Products and Services (B2C);Retail;2,30;;13-Dec-2023;Seed Round;Capstone Life;View Company Online
264074-68T;Absolute Climate;;Venture Capital-Backed;2023;Business Products and Services (B2B);Commercial Services;;;01-Jun-2024;Seed Round;Impatient Ventures;View Company Online
40736-98T;Absolute Hero;;Corporate Backed or Acquired;2013;Information Technology;Software;;;14-Mar-2014;Corporate;Spil Games;View Company Online
279166-60T;Abstract (Internet Software);;Venture Capital-Backed;;Information Technology;Software;;;01-Jan-2022;Early Stage VC;1kx;View Company Online
189554-41T;Abstrct;;Accelerator/Incubator Backed;2020;Information Technology;Software;;;;Accelerator/Incubator;Sardar Patel Technology Business Incubator;View Company Online
120493-18T;Abtco;;Formerly VC-backed;2014;Healthcare;Pharmaceuticals and Biotechnology;;;;Seed Round;Medicxi(Michèle Ollier);View Company Online
177541-84T;Abtco;;Formerly VC-backed;2014;Healthcare;Pharmaceuticals and Biotechnology;;;01-May-2021;Secondary Transaction - Private;;View Company Online
178971-67T;Abucco;;Accelerator/Incubator Backed;2020;Information Technology;Software;0,03;;09-Jun-2020;Accelerator/Incubator;EIT Digital;View Company Online
178971-85T;Abucco;;Accelerator/Incubator Backed;2020;Information Technology;Software;0,01;;01-Jun-2020;Accelerator/Incubator;Prototron(Jana Budkovskaja);View Company Online
88822-36T;Abundy;;Angel-Backed;2016;Information Technology;Software;;;;Angel (individual);Eudaimonia Capital;View Company Online
75346-48T;Abvisio DX;;Accelerator/Incubator Backed;2012;Healthcare;Healthcare Devices and Supplies;;;01-Aug-2019;Accelerator/Incubator;Incubateur Impulse;View Company Online
93999-16T;ABW Dynamics;;Accelerator/Incubator Backed;2015;Information Technology;Software;0,03;;;Accelerator/Incubator;Internet Initiatives Development Fund;View Company Online
234825-13T;ABW Dynamics;;Accelerator/Incubator Backed;2015;Information Technology;Software;;;26-Mar-2021;Accelerator/Incubator;MTS StartUp Hub(Dmitry Kurin);View Company Online
266545-99T;Abweb;;Accelerator/Incubator Backed;2005;Business Products and Services (B2B);Commercial Services;;;;Accelerator/Incubator;AstroLabs;View Company Online
137317-69T;Abylon Properties;--0,01;Formerly VC-backed;2015;Consumer Products and Services (B2C);Services (Non-Financial);;;01-Jan-2018;Early Stage VC;Scandinavian Capital Holdings(Sergey Kazachenko);View Company Online
176553-46T;Abylon Properties;0,28;Formerly VC-backed;2015;Consumer Products and Services (B2C);Services (Non-Financial);;;01-Jun-2021;Merger/Acquisition;Navian (Business/Productivity Software)(Sergey Kazachenko);View Company Online
92299-69T;Abzyme Therapeutics;;Corporation;2010;Healthcare;Pharmaceuticals and Biotechnology;2,89;;01-Jan-2016;Grant;U.S. Department of Health and Human Services, United States Department of Agriculture, United States Department of Defense;View Company Online
203868-46T;Abzyme Therapeutics;;Corporation;2010;Healthcare;Pharmaceuticals and Biotechnology;0,34;;15-Sep-2021;Grant;;View Company Online
225165-70T;Abzyme Therapeutics;;Corporation;2010;Healthcare;Pharmaceuticals and Biotechnology;3,47;;31-May-2019;Grant;;View Company Online
235868-59T;Abzyme Therapeutics;;Corporation;2010;Healthcare;Pharmaceuticals and Biotechnology;0,09;;31-Dec-2015;Grant;United States Department of Agriculture;View Company Online
44402-50T;AC Hotels by Marriott Buckhead;;Corporate Backed or Acquired;2015;Consumer Products and Services (B2C);Restaurants, Hotels and Leisure;;;13-Jan-2015;Joint Venture;Noble Investment Group(Mitesh Shah), Simon Property Group (NYS: SPG);View Company Online
227015-47T;Acacia Biosciences;;Corporation;1995;Healthcare;Healthcare Technology Systems;;;01-Jan-1995;University Spin-Out;University of California, Berkeley;View Company Online
277516-00T;Acadbee Systems;;Accelerator/Incubator Backed;2017;Business Products and Services (B2B);Commercial Services;;;;Accelerator/Incubator;Startup Haryana;View Company Online
261445-24T;Academia ON;;Accelerator/Incubator Backed;2021;Consumer Products and Services (B2C);Services (Non-Financial);;;;Accelerator/Incubator;Conector Startup Accelerator;View Company Online
248068-45T;Academic Labs;;Venture Capital-Backed;2023;Consumer Products and Services (B2C);Media;;;20-Dec-2023;Seed Round;HTX Ventures(Edward Chen);View Company Online
277358-68T;Academic Labs;;Venture Capital-Backed;2023;Consumer Products and Services (B2C);Media;2,96;;13-Nov-2024;Early Stage VC;DWF Labs, HTX Ventures, Signum Capital, UOB Venture Management, Widus Partners;View Company Online
61747-30T;Acadine Technologies;;Corporate Backed or Acquired;2015;Information Technology;Software;89,60;;15-Jul-2015;Corporate;Tsinghua Unigroup(Weiguo Zhao);View Company Online
272874-79T;Acar Management;;Corporation;2019;Financial Services;Other Financial Services;0,33;1,36;02-Apr-2020;Angel (individual);;View Company Online
272875-60T;Acar Management;;Corporation;2019;Financial Services;Other Financial Services;1,49;7,46;15-Dec-2023;Seed Round;;View Company Online
248911-84T;Acausal Automation;;Accelerator/Incubator Backed;2018;Healthcare;Healthcare Technology Systems;;;;Accelerator/Incubator;iTIC Incubator;View Company Online
209900-98T;Accacia;;Venture Capital-Backed;2021;Business Products and Services (B2B);Commercial Services;2,53;;10-Nov-2022;Seed Round;Accel(Prashanth Prakash), Astir Ventures, B Capital Group(Eduardo Saverin), Bharat Founders Fund, Blume Ventures, Good Capital (India), Hustle Hard Ventures, LetsVenture Online, Loyal VC, Rainmatter Capital, Relentless VC (India), Sigurd Ventures, Zerodha;View Company Online
257455-09T;Accacia;;Venture Capital-Backed;2021;Business Products and Services (B2B);Commercial Services;5,98;;31-Mar-2024;Early Stage VC;AC Ventures(Helen Wong), Accel(Prashanth Prakash), B Capital Group(Karan Mohla), Illuminate Financial Management(Rezso Szabo);View Company Online
257455-90T;Accacia;;Venture Capital-Backed;2021;Business Products and Services (B2B);Commercial Services;;;;Accelerator/Incubator;Leading Cities;View Company Online
268554-52T;Accacia;;Venture Capital-Backed;2021;Business Products and Services (B2B);Commercial Services;;;01-Jan-2022;Accelerator/Incubator;The FinLab;View Company Online
100506-97T;Accelerando;;Venture Capital-Backed;;Information Technology;Software;0,19;;14-Dec-2017;Early Stage VC;Connecticut Innovations;View Company Online
20962-54T;Accelerant Networks;;Formerly VC-backed;1999;Information Technology;IT Services;;;;Early Stage VC;Mohr Davidow Ventures(Robert Chaplinsky);View Company Online
20962-63T;Accelerant Networks;;Formerly VC-backed;1999;Information Technology;IT Services;;;31-Jul-2000;Early Stage VC;Bridgescale, Mohr Davidow Ventures(Robert Chaplinsky), The Goldman Sachs Group (NYS: GS), Worldview Technology Partners;View Company Online
20962-72T;Accelerant Networks;;Formerly VC-backed;1999;Information Technology;IT Services;17,83;17,83;23-Feb-2004;Merger/Acquisition;Synopsys (NAS: SNPS)(Aart De Geus);View Company Online
